gene,chr,start,end,strand,attributes
534M_033.147,chr8,28999906,29019402,-,"{'ID': '534M_033.147', 'Name': '534M_033.147'}"
534M_033.146,chr8,29023133,29024303,-,"{'ID': '534M_033.146', 'Name': '534M_033.146'}"
534M_033.145,chr8,29030036,29035368,+,"{'ID': '534M_033.145', 'Name': '534M_033.145'}"
534M_033.144,chr8,29040593,29043315,+,"{'ID': '534M_033.144', 'Name': '534M_033.144'}"
534M_033.143,chr8,29044316,29044747,-,"{'ID': '534M_033.143', 'Name': '534M_033.143'}"
534M_033.142,chr8,29048014,29048319,+,"{'ID': '534M_033.142', 'Name': '534M_033.142'}"
534M_033.141,chr8,29051998,29056328,+,"{'ID': '534M_033.141', 'Name': '534M_033.141'}"
534M_033.140,chr8,29057699,29058493,+,"{'ID': '534M_033.140', 'Name': '534M_033.140'}"
534M_033.139,chr8,29060412,29061119,+,"{'ID': '534M_033.139', 'Name': '534M_033.139'}"
534M_033.138,chr8,29062254,29062967,+,"{'ID': '534M_033.138', 'Name': '534M_033.138'}"
534M_033.137,chr8,29063984,29064688,+,"{'ID': '534M_033.137', 'Name': '534M_033.137'}"
534M_033.136,chr8,29066651,29067508,+,"{'ID': '534M_033.136', 'Name': '534M_033.136'}"
534M_033.135,chr8,29068691,29069422,+,"{'ID': '534M_033.135', 'Name': '534M_033.135'}"
534M_033.134,chr8,29070543,29071250,+,"{'ID': '534M_033.134', 'Name': '534M_033.134'}"
534M_033.133,chr8,29072987,29073694,+,"{'ID': '534M_033.133', 'Name': '534M_033.133'}"
534M_033.132,chr8,29074647,29075354,+,"{'ID': '534M_033.132', 'Name': '534M_033.132'}"
534M_033.131,chr8,29076273,29076980,+,"{'ID': '534M_033.131', 'Name': '534M_033.131'}"
534M_033.130,chr8,29082192,29088779,+,"{'ID': '534M_033.130', 'Name': '534M_033.130'}"
534M_033.129,chr8,29090630,29091881,+,"{'ID': '534M_033.129', 'Name': '534M_033.129'}"
534M_033.128,chr8,29092357,29093064,+,"{'ID': '534M_033.128', 'Name': '534M_033.128'}"
534M_033.127,chr8,29093960,29094664,+,"{'ID': '534M_033.127', 'Name': '534M_033.127'}"
534M_033.126,chr8,29095369,29097345,-,"{'ID': '534M_033.126', 'Name': '534M_033.126'}"
534M_033.125,chr8,29097612,29098337,+,"{'ID': '534M_033.125', 'Name': '534M_033.125'}"
534M_033.124,chr8,29099604,29100335,+,"{'ID': '534M_033.124', 'Name': '534M_033.124'}"
534M_033.123,chr8,29101533,29102264,+,"{'ID': '534M_033.123', 'Name': '534M_033.123'}"
534M_033.122,chr8,29105317,29106024,+,"{'ID': '534M_033.122', 'Name': '534M_033.122'}"
534M_033.121,chr8,29107073,29107780,+,"{'ID': '534M_033.121', 'Name': '534M_033.121'}"
534M_033.120,chr8,29108802,29109506,+,"{'ID': '534M_033.120', 'Name': '534M_033.120'}"
534M_033.119,chr8,29110425,29111129,+,"{'ID': '534M_033.119', 'Name': '534M_033.119'}"
534M_033.118,chr8,29114108,29114824,+,"{'ID': '534M_033.118', 'Name': '534M_033.118'}"
534M_033.117,chr8,29116085,29116813,+,"{'ID': '534M_033.117', 'Name': '534M_033.117'}"
534M_033.116,chr8,29118028,29118759,+,"{'ID': '534M_033.116', 'Name': '534M_033.116'}"
534M_033.115,chr8,29119739,29120347,+,"{'ID': '534M_033.115', 'Name': '534M_033.115'}"
534M_033.114,chr8,29121705,29124268,-,"{'ID': '534M_033.114', 'Name': '534M_033.114'}"
534M_033.113,chr8,29140917,29144544,+,"{'ID': '534M_033.113', 'Name': '534M_033.113'}"
534M_033.112,chr8,29145730,29155785,+,"{'ID': '534M_033.112', 'Name': '534M_033.112'}"
534M_033.111,chr8,29162597,29169391,+,"{'ID': '534M_033.111', 'Name': '534M_033.111'}"
534M_033.110,chr8,29171656,29176353,-,"{'ID': '534M_033.110', 'Name': '534M_033.110'}"
534M_033.109,chr8,29197307,29197654,+,"{'ID': '534M_033.109', 'Name': '534M_033.109'}"
534M_033.108,chr8,29197757,29198038,+,"{'ID': '534M_033.108', 'Name': '534M_033.108'}"
534M_033.107,chr8,29199353,29202903,+,"{'ID': '534M_033.107', 'Name': '534M_033.107'}"
534M_033.106,chr8,29210032,29213410,+,"{'ID': '534M_033.106', 'Name': '534M_033.106'}"
534M_033.105,chr8,29229220,29232846,+,"{'ID': '534M_033.105', 'Name': '534M_033.105'}"
534M_033.104,chr8,29233328,29236037,+,"{'ID': '534M_033.104', 'Name': '534M_033.104'}"
534M_033.103,chr8,29236561,29238303,-,"{'ID': '534M_033.103', 'Name': '534M_033.103'}"
534M_033.102,chr8,29242022,29244131,+,"{'ID': '534M_033.102', 'Name': '534M_033.102'}"
534M_033.101,chr8,29245726,29249899,+,"{'ID': '534M_033.101', 'Name': '534M_033.101'}"
534M_033.100,chr8,29250011,29253354,+,"{'ID': '534M_033.100', 'Name': '534M_033.100'}"
534M_033.99,chr8,29257484,29257966,-,"{'ID': '534M_033.99', 'Name': '534M_033.99'}"
534M_033.98,chr8,29264635,29269117,-,"{'ID': '534M_033.98', 'Name': '534M_033.98'}"
534M_033.97,chr8,29272214,29273050,+,"{'ID': '534M_033.97', 'Name': '534M_033.97'}"
534M_033.96,chr8,29273872,29277226,-,"{'ID': '534M_033.96', 'Name': '534M_033.96'}"
534M_033.95,chr8,29283974,29288653,+,"{'ID': '534M_033.95', 'Name': '534M_033.95'}"
534M_033.94,chr8,29290394,29297076,+,"{'ID': '534M_033.94', 'Name': '534M_033.94'}"
534M_033.93,chr8,29298244,29299512,+,"{'ID': '534M_033.93', 'Name': '534M_033.93'}"
534M_033.92,chr8,29300787,29309472,-,"{'ID': '534M_033.92', 'Name': '534M_033.92'}"
534M_033.91,chr8,29316936,29318093,+,"{'ID': '534M_033.91', 'Name': '534M_033.91'}"
534M_033.90,chr8,29319292,29321568,+,"{'ID': '534M_033.90', 'Name': '534M_033.90'}"
534M_033.89,chr8,29322310,29323840,-,"{'ID': '534M_033.89', 'Name': '534M_033.89'}"
534M_033.88,chr8,29325969,29326988,-,"{'ID': '534M_033.88', 'Name': '534M_033.88'}"
534M_033.87,chr8,29329768,29330667,+,"{'ID': '534M_033.87', 'Name': '534M_033.87'}"
534M_033.86,chr8,29330956,29339192,-,"{'ID': '534M_033.86', 'Name': '534M_033.86'}"
534M_033.85,chr8,29339711,29344040,+,"{'ID': '534M_033.85', 'Name': '534M_033.85'}"
534M_033.84,chr8,29346350,29349221,+,"{'ID': '534M_033.84', 'Name': '534M_033.84'}"
534M_033.83,chr8,29351334,29355503,+,"{'ID': '534M_033.83', 'Name': '534M_033.83'}"
534M_033.82,chr8,29362870,29368591,+,"{'ID': '534M_033.82', 'Name': '534M_033.82'}"
534M_033.81,chr8,29369501,29372788,-,"{'ID': '534M_033.81', 'Name': '534M_033.81'}"
534M_033.80,chr8,29375856,29377765,+,"{'ID': '534M_033.80', 'Name': '534M_033.80'}"
534M_033.79,chr8,29378431,29380526,-,"{'ID': '534M_033.79', 'Name': '534M_033.79'}"
534M_033.78,chr8,29384529,29387109,+,"{'ID': '534M_033.78', 'Name': '534M_033.78'}"
534M_033.77,chr8,29388273,29388851,+,"{'ID': '534M_033.77', 'Name': '534M_033.77'}"
534M_033.76,chr8,29389231,29394994,-,"{'ID': '534M_033.76', 'Name': '534M_033.76'}"
534M_033.75,chr8,29402796,29404664,-,"{'ID': '534M_033.75', 'Name': '534M_033.75'}"
534M_033.74,chr8,29405825,29409116,-,"{'ID': '534M_033.74', 'Name': '534M_033.74'}"
534M_033.73,chr8,29409449,29411438,+,"{'ID': '534M_033.73', 'Name': '534M_033.73'}"
534M_033.72,chr8,29412460,29413060,+,"{'ID': '534M_033.72', 'Name': '534M_033.72'}"
534M_033.71,chr8,29414948,29416830,-,"{'ID': '534M_033.71', 'Name': '534M_033.71'}"
534M_033.70,chr8,29418015,29420677,+,"{'ID': '534M_033.70', 'Name': '534M_033.70'}"
534M_033.69,chr8,29425272,29431823,+,"{'ID': '534M_033.69', 'Name': '534M_033.69'}"
534M_033.68,chr8,29433053,29435228,-,"{'ID': '534M_033.68', 'Name': '534M_033.68'}"
534M_033.67,chr8,29435767,29436458,-,"{'ID': '534M_033.67', 'Name': '534M_033.67'}"
534M_033.66,chr8,29437862,29441955,+,"{'ID': '534M_033.66', 'Name': '534M_033.66'}"
534M_033.65,chr8,29442700,29443474,+,"{'ID': '534M_033.65', 'Name': '534M_033.65'}"
534M_033.64,chr8,29444207,29446223,-,"{'ID': '534M_033.64', 'Name': '534M_033.64'}"
534M_033.63,chr8,29447129,29452742,+,"{'ID': '534M_033.63', 'Name': '534M_033.63'}"
534M_033.62,chr8,29463418,29464933,+,"{'ID': '534M_033.62', 'Name': '534M_033.62'}"
534M_033.61,chr8,29480444,29481361,-,"{'ID': '534M_033.61', 'Name': '534M_033.61'}"
534M_033.60,chr8,29489190,29494115,+,"{'ID': '534M_033.60', 'Name': '534M_033.60'}"
534M_033.59,chr8,29494963,29496851,-,"{'ID': '534M_033.59', 'Name': '534M_033.59'}"
534M_033.58,chr8,29497266,29497514,+,"{'ID': '534M_033.58', 'Name': '534M_033.58'}"
534M_033.57,chr8,29501105,29502398,+,"{'ID': '534M_033.57', 'Name': '534M_033.57'}"
534M_033.56,chr8,29503281,29503892,-,"{'ID': '534M_033.56', 'Name': '534M_033.56'}"
534M_033.55,chr8,29508201,29509710,-,"{'ID': '534M_033.55', 'Name': '534M_033.55'}"
534M_033.54,chr8,29525407,29527772,+,"{'ID': '534M_033.54', 'Name': '534M_033.54'}"
534M_033.53,chr8,29530149,29532598,-,"{'ID': '534M_033.53', 'Name': '534M_033.53'}"
534M_033.52,chr8,29539112,29541746,+,"{'ID': '534M_033.52', 'Name': '534M_033.52'}"
534M_033.51,chr8,29542899,29543435,+,"{'ID': '534M_033.51', 'Name': '534M_033.51'}"
534M_033.50,chr8,29544086,29544974,+,"{'ID': '534M_033.50', 'Name': '534M_033.50'}"
534M_033.49,chr8,29546807,29547088,+,"{'ID': '534M_033.49', 'Name': '534M_033.49'}"
534M_033.48,chr8,29547673,29551029,+,"{'ID': '534M_033.48', 'Name': '534M_033.48'}"
534M_033.47,chr8,29551839,29555560,-,"{'ID': '534M_033.47', 'Name': '534M_033.47'}"
534M_033.46,chr8,29561850,29563013,-,"{'ID': '534M_033.46', 'Name': '534M_033.46'}"
534M_033.45,chr8,29569747,29571573,-,"{'ID': '534M_033.45', 'Name': '534M_033.45'}"
534M_033.44,chr8,29577089,29577964,-,"{'ID': '534M_033.44', 'Name': '534M_033.44'}"
534M_033.43,chr8,29579373,29586382,-,"{'ID': '534M_033.43', 'Name': '534M_033.43'}"
534M_033.42,chr8,29598298,29600009,-,"{'ID': '534M_033.42', 'Name': '534M_033.42'}"
534M_033.41,chr8,29601088,29601387,+,"{'ID': '534M_033.41', 'Name': '534M_033.41'}"
534M_033.40,chr8,29601450,29601638,+,"{'ID': '534M_033.40', 'Name': '534M_033.40'}"
534M_033.39,chr8,29608077,29608787,-,"{'ID': '534M_033.39', 'Name': '534M_033.39'}"
534M_033.38,chr8,29618626,29621850,-,"{'ID': '534M_033.38', 'Name': '534M_033.38'}"
534M_033.37,chr8,29622369,29623408,-,"{'ID': '534M_033.37', 'Name': '534M_033.37'}"
534M_033.36,chr8,29629945,29630652,-,"{'ID': '534M_033.36', 'Name': '534M_033.36'}"
534M_033.35,chr8,29633913,29634323,+,"{'ID': '534M_033.35', 'Name': '534M_033.35'}"
534M_033.34,chr8,29643216,29644820,+,"{'ID': '534M_033.34', 'Name': '534M_033.34'}"
534M_033.33,chr8,29649978,29653098,-,"{'ID': '534M_033.33', 'Name': '534M_033.33'}"
534M_033.32,chr8,29663743,29669029,+,"{'ID': '534M_033.32', 'Name': '534M_033.32'}"
534M_033.31,chr8,29671705,29673601,-,"{'ID': '534M_033.31', 'Name': '534M_033.31'}"
534M_033.30,chr8,29684211,29684812,-,"{'ID': '534M_033.30', 'Name': '534M_033.30'}"
534M_033.29,chr8,29686040,29686384,-,"{'ID': '534M_033.29', 'Name': '534M_033.29'}"
534M_033.28,chr8,29688588,29690576,-,"{'ID': '534M_033.28', 'Name': '534M_033.28'}"
534M_033.27,chr8,29691942,29692298,+,"{'ID': '534M_033.27', 'Name': '534M_033.27'}"
534M_033.26,chr8,29693735,29703588,-,"{'ID': '534M_033.26', 'Name': '534M_033.26'}"
534M_033.25,chr8,29709896,29710480,-,"{'ID': '534M_033.25', 'Name': '534M_033.25'}"
534M_033.24,chr8,29710887,29715667,-,"{'ID': '534M_033.24', 'Name': '534M_033.24'}"
534M_033.23,chr8,29716047,29718485,+,"{'ID': '534M_033.23', 'Name': '534M_033.23'}"
534M_033.22,chr8,29726401,29727096,-,"{'ID': '534M_033.22', 'Name': '534M_033.22'}"
534M_033.21,chr8,29737121,29737405,-,"{'ID': '534M_033.21', 'Name': '534M_033.21'}"
534M_033.20,chr8,29744058,29745842,-,"{'ID': '534M_033.20', 'Name': '534M_033.20'}"
534M_033.19,chr8,29746157,29748083,+,"{'ID': '534M_033.19', 'Name': '534M_033.19'}"
534M_033.18,chr8,29749226,29750491,+,"{'ID': '534M_033.18', 'Name': '534M_033.18'}"
534M_033.17,chr8,29751131,29754350,-,"{'ID': '534M_033.17', 'Name': '534M_033.17'}"
534M_033.16,chr8,29758225,29763109,-,"{'ID': '534M_033.16', 'Name': '534M_033.16'}"
534M_033.15,chr8,29766217,29773481,+,"{'ID': '534M_033.15', 'Name': '534M_033.15'}"
534M_033.14,chr8,29775879,29776446,+,"{'ID': '534M_033.14', 'Name': '534M_033.14'}"
534M_033.13,chr8,29777084,29779401,-,"{'ID': '534M_033.13', 'Name': '534M_033.13'}"
534M_033.12,chr8,29786400,29788770,+,"{'ID': '534M_033.12', 'Name': '534M_033.12'}"
534M_033.11,chr8,29796084,29802564,+,"{'ID': '534M_033.11', 'Name': '534M_033.11'}"
534M_033.10,chr8,29803056,29805531,-,"{'ID': '534M_033.10', 'Name': '534M_033.10'}"
534M_033.9,chr8,29811332,29811832,+,"{'ID': '534M_033.9', 'Name': '534M_033.9'}"
534M_033.8,chr8,29864365,29864871,+,"{'ID': '534M_033.8', 'Name': '534M_033.8'}"
534M_033.7,chr8,29881312,29882298,-,"{'ID': '534M_033.7', 'Name': '534M_033.7'}"
534M_033.6,chr8,29890080,29890448,+,"{'ID': '534M_033.6', 'Name': '534M_033.6'}"
534M_033.5,chr8,31221546,31222318,+,"{'ID': '534M_033.5', 'Name': '534M_033.5'}"
534M_033.4,chr8,31240971,31242122,+,"{'ID': '534M_033.4', 'Name': '534M_033.4'}"
534M_033.3,chr8,31244476,31245095,+,"{'ID': '534M_033.3', 'Name': '534M_033.3'}"
534M_033.2,chr8,31248465,31254473,+,"{'ID': '534M_033.2', 'Name': '534M_033.2'}"
534M_033.1,chr8,31260633,31266966,-,"{'ID': '534M_033.1', 'Name': '534M_033.1'}"
534M_033.249,chr8,31267873,31268548,-,"{'ID': '534M_033.249', 'Name': '534M_033.249'}"
534M_033.248,chr8,31269328,31269561,-,"{'ID': '534M_033.248', 'Name': '534M_033.248'}"
534M_033.247,chr8,31269639,31270052,-,"{'ID': '534M_033.247', 'Name': '534M_033.247'}"
534M_033.246,chr8,31279737,31285887,-,"{'ID': '534M_033.246', 'Name': '534M_033.246'}"
534M_033.245,chr8,31293107,31293583,+,"{'ID': '534M_033.245', 'Name': '534M_033.245'}"
534M_033.244,chr8,31294564,31297255,+,"{'ID': '534M_033.244', 'Name': '534M_033.244'}"
534M_033.243,chr8,31297983,31300163,-,"{'ID': '534M_033.243', 'Name': '534M_033.243'}"
534M_005.183,chr9,9854,10271,+,"{'ID': '534M_005.183', 'Name': '534M_005.183'}"
534M_005.182,chr9,20769,21010,-,"{'ID': '534M_005.182', 'Name': '534M_005.182'}"
534M_005.181,chr9,65611,66021,+,"{'ID': '534M_005.181', 'Name': '534M_005.181'}"
534M_005.180,chr9,66044,66409,+,"{'ID': '534M_005.180', 'Name': '534M_005.180'}"
534M_005.179,chr9,81298,82165,-,"{'ID': '534M_005.179', 'Name': '534M_005.179'}"
534M_005.178,chr9,83764,84063,-,"{'ID': '534M_005.178', 'Name': '534M_005.178'}"
534M_005.177,chr9,84114,84536,+,"{'ID': '534M_005.177', 'Name': '534M_005.177'}"
534M_005.176,chr9,93228,97165,-,"{'ID': '534M_005.176', 'Name': '534M_005.176'}"
534M_005.175,chr9,105058,109110,-,"{'ID': '534M_005.175', 'Name': '534M_005.175'}"
534M_005.174,chr9,111435,111740,-,"{'ID': '534M_005.174', 'Name': '534M_005.174'}"
534M_005.173,chr9,171927,172979,-,"{'ID': '534M_005.173', 'Name': '534M_005.173'}"
534M_005.172,chr9,185809,186753,+,"{'ID': '534M_005.172', 'Name': '534M_005.172'}"
534M_005.171,chr9,190021,191120,+,"{'ID': '534M_005.171', 'Name': '534M_005.171'}"
534M_005.170,chr9,193256,202954,-,"{'ID': '534M_005.170', 'Name': '534M_005.170'}"
534M_005.169,chr9,209870,210448,-,"{'ID': '534M_005.169', 'Name': '534M_005.169'}"
534M_005.168,chr9,211026,222261,-,"{'ID': '534M_005.168', 'Name': '534M_005.168'}"
534M_005.167,chr9,245360,246343,+,"{'ID': '534M_005.167', 'Name': '534M_005.167'}"
534M_005.166,chr9,255137,263476,+,"{'ID': '534M_005.166', 'Name': '534M_005.166'}"
534M_005.165,chr9,267881,271057,+,"{'ID': '534M_005.165', 'Name': '534M_005.165'}"
534M_005.164,chr9,275591,276580,-,"{'ID': '534M_005.164', 'Name': '534M_005.164'}"
534M_005.163,chr9,281560,287114,+,"{'ID': '534M_005.163', 'Name': '534M_005.163'}"
534M_005.162,chr9,289494,295972,-,"{'ID': '534M_005.162', 'Name': '534M_005.162'}"
534M_005.161,chr9,300670,301803,+,"{'ID': '534M_005.161', 'Name': '534M_005.161'}"
534M_005.160,chr9,311255,316876,+,"{'ID': '534M_005.160', 'Name': '534M_005.160'}"
534M_005.159,chr9,318681,319271,-,"{'ID': '534M_005.159', 'Name': '534M_005.159'}"
534M_005.158,chr9,323971,328288,+,"{'ID': '534M_005.158', 'Name': '534M_005.158'}"
534M_005.157,chr9,331833,335089,-,"{'ID': '534M_005.157', 'Name': '534M_005.157'}"
534M_005.156,chr9,335840,337933,+,"{'ID': '534M_005.156', 'Name': '534M_005.156'}"
534M_005.155,chr9,339111,341375,-,"{'ID': '534M_005.155', 'Name': '534M_005.155'}"
534M_005.154,chr9,364023,364700,+,"{'ID': '534M_005.154', 'Name': '534M_005.154'}"
534M_005.153,chr9,371827,374677,+,"{'ID': '534M_005.153', 'Name': '534M_005.153'}"
534M_005.152,chr9,376715,383139,-,"{'ID': '534M_005.152', 'Name': '534M_005.152'}"
534M_005.151,chr9,386167,387064,+,"{'ID': '534M_005.151', 'Name': '534M_005.151'}"
534M_005.150,chr9,391570,391860,-,"{'ID': '534M_005.150', 'Name': '534M_005.150'}"
534M_005.149,chr9,394271,394903,-,"{'ID': '534M_005.149', 'Name': '534M_005.149'}"
534M_005.148,chr9,423023,424115,+,"{'ID': '534M_005.148', 'Name': '534M_005.148'}"
534M_005.147,chr9,446291,447003,+,"{'ID': '534M_005.147', 'Name': '534M_005.147'}"
534M_005.146,chr9,463256,463714,+,"{'ID': '534M_005.146', 'Name': '534M_005.146'}"
534M_005.145,chr9,463781,464518,+,"{'ID': '534M_005.145', 'Name': '534M_005.145'}"
534M_005.144,chr9,480449,481402,-,"{'ID': '534M_005.144', 'Name': '534M_005.144'}"
534M_005.143,chr9,559121,559411,-,"{'ID': '534M_005.143', 'Name': '534M_005.143'}"
534M_005.142,chr9,590823,591224,+,"{'ID': '534M_005.142', 'Name': '534M_005.142'}"
534M_005.141,chr9,592457,599129,+,"{'ID': '534M_005.141', 'Name': '534M_005.141'}"
534M_005.140,chr9,600590,600997,+,"{'ID': '534M_005.140', 'Name': '534M_005.140'}"
534M_005.139,chr9,610332,615959,+,"{'ID': '534M_005.139', 'Name': '534M_005.139'}"
534M_005.138,chr9,635025,635683,+,"{'ID': '534M_005.138', 'Name': '534M_005.138'}"
534M_005.137,chr9,638710,639323,+,"{'ID': '534M_005.137', 'Name': '534M_005.137'}"
534M_005.136,chr9,642535,642987,+,"{'ID': '534M_005.136', 'Name': '534M_005.136'}"
534M_005.135,chr9,653411,653721,+,"{'ID': '534M_005.135', 'Name': '534M_005.135'}"
534M_005.134,chr9,664986,667635,+,"{'ID': '534M_005.134', 'Name': '534M_005.134'}"
534M_005.133,chr9,668965,679940,+,"{'ID': '534M_005.133', 'Name': '534M_005.133'}"
534M_005.132,chr9,691686,692381,+,"{'ID': '534M_005.132', 'Name': '534M_005.132'}"
534M_005.131,chr9,697487,699900,+,"{'ID': '534M_005.131', 'Name': '534M_005.131'}"
534M_005.130,chr9,706069,708453,-,"{'ID': '534M_005.130', 'Name': '534M_005.130'}"
534M_005.129,chr9,713303,716460,-,"{'ID': '534M_005.129', 'Name': '534M_005.129'}"
534M_005.128,chr9,717712,723967,+,"{'ID': '534M_005.128', 'Name': '534M_005.128'}"
534M_005.127,chr9,727315,728377,+,"{'ID': '534M_005.127', 'Name': '534M_005.127'}"
534M_005.126,chr9,763180,763965,+,"{'ID': '534M_005.126', 'Name': '534M_005.126'}"
534M_005.125,chr9,772603,773061,+,"{'ID': '534M_005.125', 'Name': '534M_005.125'}"
534M_005.124,chr9,775465,776733,-,"{'ID': '534M_005.124', 'Name': '534M_005.124'}"
534M_005.123,chr9,788717,789304,+,"{'ID': '534M_005.123', 'Name': '534M_005.123'}"
534M_005.122,chr9,794547,795845,+,"{'ID': '534M_005.122', 'Name': '534M_005.122'}"
534M_005.121,chr9,801022,802180,-,"{'ID': '534M_005.121', 'Name': '534M_005.121'}"
534M_005.120,chr9,803029,806299,-,"{'ID': '534M_005.120', 'Name': '534M_005.120'}"
534M_005.119,chr9,810400,810642,+,"{'ID': '534M_005.119', 'Name': '534M_005.119'}"
534M_005.118,chr9,810647,812305,-,"{'ID': '534M_005.118', 'Name': '534M_005.118'}"
534M_005.117,chr9,817652,819889,-,"{'ID': '534M_005.117', 'Name': '534M_005.117'}"
534M_005.116,chr9,825213,825419,+,"{'ID': '534M_005.116', 'Name': '534M_005.116'}"
534M_005.115,chr9,825443,825658,+,"{'ID': '534M_005.115', 'Name': '534M_005.115'}"
534M_005.114,chr9,825766,829089,+,"{'ID': '534M_005.114', 'Name': '534M_005.114'}"
534M_005.113,chr9,875429,877821,+,"{'ID': '534M_005.113', 'Name': '534M_005.113'}"
534M_005.112,chr9,879599,881632,+,"{'ID': '534M_005.112', 'Name': '534M_005.112'}"
534M_005.111,chr9,882720,883001,-,"{'ID': '534M_005.111', 'Name': '534M_005.111'}"
534M_005.110,chr9,891928,892323,-,"{'ID': '534M_005.110', 'Name': '534M_005.110'}"
534M_005.109,chr9,908114,908533,-,"{'ID': '534M_005.109', 'Name': '534M_005.109'}"
534M_005.108,chr9,940708,941581,+,"{'ID': '534M_005.108', 'Name': '534M_005.108'}"
534M_005.107,chr9,955306,958580,+,"{'ID': '534M_005.107', 'Name': '534M_005.107'}"
534M_005.106,chr9,969026,969678,+,"{'ID': '534M_005.106', 'Name': '534M_005.106'}"
534M_005.105,chr9,971160,972233,+,"{'ID': '534M_005.105', 'Name': '534M_005.105'}"
534M_005.104,chr9,974116,975462,+,"{'ID': '534M_005.104', 'Name': '534M_005.104'}"
534M_005.103,chr9,983220,983753,+,"{'ID': '534M_005.103', 'Name': '534M_005.103'}"
534M_005.102,chr9,996097,1004702,+,"{'ID': '534M_005.102', 'Name': '534M_005.102'}"
534M_005.101,chr9,1007456,1011527,-,"{'ID': '534M_005.101', 'Name': '534M_005.101'}"
534M_005.100,chr9,1022545,1022820,-,"{'ID': '534M_005.100', 'Name': '534M_005.100'}"
534M_005.99,chr9,1051579,1056202,-,"{'ID': '534M_005.99', 'Name': '534M_005.99'}"
534M_005.98,chr9,1063129,1068236,-,"{'ID': '534M_005.98', 'Name': '534M_005.98'}"
534M_005.97,chr9,1070496,1076640,-,"{'ID': '534M_005.97', 'Name': '534M_005.97'}"
534M_005.96,chr9,1079622,1079861,+,"{'ID': '534M_005.96', 'Name': '534M_005.96'}"
534M_005.95,chr9,1087605,1088548,+,"{'ID': '534M_005.95', 'Name': '534M_005.95'}"
534M_005.94,chr9,1104159,1104716,-,"{'ID': '534M_005.94', 'Name': '534M_005.94'}"
534M_005.93,chr9,1110176,1114652,-,"{'ID': '534M_005.93', 'Name': '534M_005.93'}"
534M_005.92,chr9,1133466,1151490,+,"{'ID': '534M_005.92', 'Name': '534M_005.92'}"
534M_005.91,chr9,1173708,1175324,+,"{'ID': '534M_005.91', 'Name': '534M_005.91'}"
534M_005.90,chr9,1177307,1177939,-,"{'ID': '534M_005.90', 'Name': '534M_005.90'}"
534M_005.89,chr9,1183982,1184224,-,"{'ID': '534M_005.89', 'Name': '534M_005.89'}"
534M_005.88,chr9,1188449,1190597,+,"{'ID': '534M_005.88', 'Name': '534M_005.88'}"
